Time (h),ATCC_Glucose,ATCC_Lactate,ATCC_Pyruvate,MBM_NoCarbon,MBM_Glucose,MBM_Lactate,MBM_Pyruvate
4.75,0.00097387462505,8.9355990446e-05,0.00016683371195,5e-06,0.00043465679219,4.286038769e-05,0.0001260458037
4.800000000000001,0.00097387462505,9.210946035900005e-05,0.00017310588615000012,5e-06,0.0004555554941700004,4.384075794900002e-05,0.0001304011221600001
4.8500000000000005,0.00097387462505,9.4947777371e-05,0.00017961365172,5e-06,0.00047745487638,4.4843552781e-05,0.00013490692568
4.9,0.00097387462505,9.7873556012e-05,0.00018636583166,5e-06,0.00050040094659,4.5869285114e-05,0.00013956841321
4.95,0.00097387462505,0.00010088949138,0.00019337157556,5e-06,0.00052444034942,4.6918479612e-05,0.0001443909632
5.0,0.00097387462505,0.00010399836161,0.00020064037089,5e-06,0.00054961837006,4.7991672938e-05,0.00014938013985
5.050000000000001,0.00097387462505,0.00010720303047000005,0.00020818205471000013,5e-06,0.0005759719910500004,4.908941403100002e-05,0.00015454169949000008
5.1000000000000005,0.00097387462505,0.00011050644994,0.00021600682538,5e-06,0.00060348980508,5.0212264386e-05,0.00015988159719
5.15,0.00097387462505,0.00011391166299,0.00022412525455,5e-06,0.00062850173657,5.1360798343e-05,0.00016540599361
5.2,0.00097387462505,0.00011742180635,0.0002325482991,5e-06,0.00064897242348,5.2535603375e-05,0.00017112126208
5.25,0.00097387462505,0.0001210401134,0.00024128731306,5e-06,0.00067010985318,5.3737280398e-05,0.00017703399593
5.300000000000001,0.00097387462505,0.00012476991717000005,0.00025035405922000016,5e-06,0.0006919357419000004,5.496644406900002e-05,0.0001831510160200001
5.3500000000000005,0.00097387462505,0.00012861465339,0.00025976072031,5e-06,0.00071447251316,5.6223723107e-05,0.00018947937859
5.4,0.00097387462505,0.00013257786364,0.00026951990926,5e-06,0.00073774332085,5.750976061e-05,0.00019602638335
5.45,0.00097387462505,0.00013666319867,0.00027964467814,5e-06,0.00076177207297,5.8825214387e-05,0.00020279958176
5.5,0.00097387462505,0.0001408744217,0.00029014852489,5e-06,0.00078658345625,6.0170757293e-05,0.00020980678575
5.550000000000001,0.00097387462505,0.0001452154119300001,0.0003010453967700002,5e-06,0.0008122029614400005,6.154707757500002e-05,0.00021705607653000014
5.6000000000000005,0.00097387462505,0.00014969016806,0.00031234968867,5e-06,0.00083865690958,6.295487922e-05,0.00022455581384
5.65,0.00097387462505,0.00015430281206,0.00032407623336,5e-06,0.00086597247897,6.4394882321e-05,0.00023231464539
5.7,0.00097387462505,0.00015905759288,0.00033624027885,5e-06,0.00089417773315,6.586782344e-05,0.00024034151662
5.75,0.00097387462505,0.0001639588904,0.00034885744475,5e-06,0.00092330164968,6.7374455986e-05,0.00024864568078
5.800000000000001,0.00097387462505,0.00016901121950000007,0.00036194364268000024,5e-06,0.0009533741499700005,6.891555060300003e-05,0.00025723670919000017
5.8500000000000005,0.00097387462505,0.00017421923413,0.00037551493258,5e-06,0.00098442612996,7.0491895562e-05,0.00026612450188
5.9,0.00097387462505,0.0001795877317,0.00038958725746,5e-06,0.0010164894919,7.2104297165e-05,0.00027531929835
5.95,0.00097387462505,0.00018512165743,0.00040417592861,5e-06,0.0010495971771,7.3753580155e-05,0.00028483168858
6.0,0.00097387462505,0.0001908261089,0.00041929454241,5e-06,0.0010837831998,7.5440588141e-05,0.00029467262407
6.050000000000001,0.00097387462505,0.00019670634082000012,0.0004349524016400003,5e-06,0.0011190826821000006,7.716618402900003e-05,0.00030485342890000015
6.1000000000000005,0.00097387462505,0.00020276776978,0.00045114705819,5e-06,0.0011555318901,7.8931250463e-05,0.00031538581041
6.15,0.00097387462505,0.00020901597931,0.00046783384883,5e-06,0.0011931682711,8.0736690275e-05,0.0003262818693
6.2,0.00097387462505,0.00021545672496,0.00048461448972,5e-06,0.0012148573255,8.2583426947e-05,0.00033755410812
6.25,0.00097387462505,0.00022209593967,0.00048697951132,5e-06,0.0012148573255,8.4472405088e-05,0.00034921543713
6.300000000000001,0.00097387462505,0.00022893973918000014,0.00048697951132,5e-06,0.0012148573255,8.640459090900004e-05,0.0003612791743300002
6.3500000000000005,0.00097387462505,0.0002359944277,0.00048697951132,5e-06,0.0012148573255,8.8380972727e-05,0.00037375903402
6.4,0.00097387462505,0.00024326650368,0.00048697951132,5e-06,0.0012148573255,9.0402561459e-05,0.00038666908916
6.45,0.00097387462505,0.00025076266584,0.00048697951132,5e-06,0.0012148573255,9.2470391152e-05,0.00040002366803
6.5,0.00097387462505,0.00025848981929,0.00048697951132,5e-06,0.0012148573255,9.4585519499e-05,0.00041383705242
6.550000000000001,0.00097387462505,0.00026645508196000017,0.00048697951132,5e-06,0.0012148573255,9.674902839200005e-05,0.00042812236953000026
6.6000000000000005,0.00097387462505,0.00027466579107,0.00048697951132,5e-06,0.0012148573255,9.8962024465e-05,0.00044288436186
6.65,0.00097387462505,0.00028312950998,0.00048697951132,5e-06,0.0012148573255,0.00010122563967,0.0004576833192
6.7,0.00097387462505,0.00029185403506,0.00048697951132,5e-06,0.0012148573255,0.00010354103184,0.00047259034552
6.75,0.00097387462505,0.00030084740297,0.00048697951132,5e-06,0.0012148573255,0.00010590938531,0.00048292361873
6.800000000000001,0.00097387462505,0.0003101178979900002,0.00048697951132,5e-06,0.0012148573255,0.00010833191148000004,0.00048340426479
6.8500000000000005,0.00097387462505,0.00031967405968,0.00048697951132,5e-06,0.0012148573255,0.00011080984948,0.00048340426479
6.9,0.00097387462505,0.00032952469075,0.00048697951132,5e-06,0.0012148573255,0.00011334446679,0.00048340426479
6.95,0.00097387462505,0.00033967886515,0.00048697951132,5e-06,0.0012148573255,0.00011593705985,0.00048340426479
7.0,0.00097387462505,0.00035014593647,0.00048697951132,5e-06,0.0012148573255,0.00011858895478,0.00048340426479
7.050000000000001,0.00097387462505,0.0003609355464800002,0.00048697951132,5e-06,0.0012148573255,0.00012130150802000006,0.00048340426479
7.1000000000000005,0.00097387462505,0.0003720576341,0.00048697951132,5e-06,0.0012148573255,0.00012407610705,0.00048340426479
7.15,0.00097387462505,0.00038352244449,0.00048697951132,5e-06,0.0012148573255,0.00012691417108,0.00048340426479
7.2,0.00097387462505,0.00039534053852,0.00048697951132,5e-06,0.0012148573255,0.00012981715177,0.00048340426479
7.25,0.00097387462505,0.00040752280249,0.00048697951132,5e-06,0.0012148573255,0.00013278653401,0.00048340426479
7.300000000000001,0.00097387462505,0.00042007720312000024,0.00048697951132,5e-06,0.0012148573255,0.00013582383662000006,0.00048340426479
7.3500000000000005,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00013893061321,0.00048340426479
7.4,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00014210845288,0.00048340426479
7.45,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.0001453589811,0.00048340426479
7.5,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00014868386051,0.00048340426479
7.550000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00015208479181000006,0.00048340426479
7.6000000000000005,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00015556351455,0.00048340426479
7.65,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00015912180811,0.00048340426479
7.7,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00016276149257,0.00048340426479
7.75,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00016648442961,0.00048340426479
7.800000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.0001702925235300001,0.00048340426479
7.8500000000000005,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00017418772217,0.00048340426479
7.9,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00017817201792,0.00048340426479
7.95,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00018224744875,0.00048340426479
8.0,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00018641609925,0.00048340426479
8.05,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00019068010168,0.00048340426479
8.1,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00019504163709,0.00048340426479
8.15,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.0001995029364,0.00048340426479
8.200000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00020406628156000018,0.00048340426479
8.25,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00020873400674,0.00048340426479
8.3,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00021350849947,0.00048340426479
8.35,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00021839220191,0.00048340426479
8.4,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00022338761208,0.00048340426479
8.450000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00022849728513000018,0.00048340426479
8.5,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00023372383466,0.00048340426479
8.55,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00023906993406,0.00048340426479
8.6,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00024453831785,0.00048340426479
8.65,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00025013178312,0.00048340426479
8.700000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00025585319093,0.00048340426479
8.75,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00026170546779,0.00048340426479
8.8,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00026769160712,0.00048340426479
8.85,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00027381467085,0.00048340426479
8.9,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00028007779093,0.00048340426479
8.950000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00028648417094,0.00048340426479
9.0,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00029303708776,0.00048340426479
9.05,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.0002997398932,0.00048340426479
9.1,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00030659601575,0.00048340426479
9.15,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00031360896232,0.00048340426479
9.200000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00032078232003,0.00048340426479
9.25,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00032811975807,0.00048340426479
9.3,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00033562502953,0.00048340426479
9.35,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00034330197337,0.00048340426479
9.4,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00035115451635,0.00048340426479
9.450000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00035918667503,0.00048340426479
9.5,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00036740255789,0.00048340426479
9.55,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00037580636734,0.00048340426479
9.600000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.0003844024019400003,0.00048340426479
9.65,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00039319505856,0.00048340426479
9.700000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00040218883466,0.00048340426479
9.75,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00041138833054,0.00048340426479
9.8,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00042079825177,0.00048340426479
9.850000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.0004304234115100003,0.00048340426479
9.9,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00044026873304,0.00048340426479
9.950000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00045033925225,0.00048340426479
10.0,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00046064012021,0.00048340426479
10.05,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00047117660582,0.00048340426479
10.100000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00048195409850000035,0.00048340426479
10.15,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00049297811094,0.00048340426479
10.200000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00050425428193,0.00048340426479
10.25,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00050574128425,0.00048340426479
10.3,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00050574128425,0.00048340426479
10.350000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00050574128425,0.00048340426479
10.4,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00050574128425,0.00048340426479
10.450000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00050574128425,0.00048340426479
10.5,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00050574128425,0.00048340426479
10.55,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00050574128425,0.00048340426479
10.600000000000001,0.00097387462505,0.00042371520022,0.00048697951132,5e-06,0.0012148573255,0.00050574128425,0.00048340426479
